Deployment Name ,Store/Kitchen Name ,User Name ,Date,Transaction Number ,Item Code ,Item Name ,Category Name ,Super Category Name ,Comment ,Quantity ,Unit ,Unit Price ,Sub Total ,Source ,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000076,Roasted Turkey Tomato & Cheese Croissant,RM FOOD - NON VEG INGREDIENTS,RAW MATERIAL,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000088,Nolen Gur Banoffee Jar,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000089,Arabica Cold Brew Tiramisu,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000097,Double Chocolate Chunk Cookie,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000098,Sea Salt Caramel Brookie,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000102,Belgian Chocolate Fudge Brownie,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RET0000051,Sipper - Biggest White With Steel Rim,SIPPERS/BOTTLES,RETAIL,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000050,Syrup - Salted Caramel,RM BEVERAGES - SYRUP/SAUCE,RAW MATERIAL,-,0,BTL(700ML/910GM),0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000008,Popping Boba - Passionfruit,RM BEVERAGES - BOBA,RAW MATERIAL,-,0,KG,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,CAP0000033,Chemex Manual Pour Over Classic Coffeemaker 3 Cup :Cm-1C,BOH BEVERAGE EQUIPMENT,CAPEX,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,CAP0000107,Cinnamon Sprinkler,SMALLWARE,CAPEX,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000077,Chipotle Chicken Mozzarella Pide Base,RM FOOD - NON VEG INGREDIENTS,RAW MATERIAL,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000087,Peri Peri Cheese Chilli Toastie,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000094,Oats And Honey Muffin,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RET0000061,Hoodie - L,WINTER GARMENTS,RETAIL,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000142,Chia Seeds,RM FOOD AND BEVERAGES,RAW MATERIAL,-,0,KG,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,CAP0000131,Thermometer,SMALLWARE,CAPEX,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,CAP0000132,Jug,SMALLWARE,CAPEX,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,CAP0000102,Hario V60-02 Ceramic Dripper White,SMALLWARE,CAPEX,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,CAP0000206,Salver (Round - 14),SMALLWARE,CAPEX,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,KIA0000003,Hario V 60 Bleached Filter Paper-Size 02- 100Pcs : Vcf-02-100W,COOKING ACCESSORIES,KITCHEN ACCESSORIES,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000006,Beans - Kenya Single Estate,RM BEVERAGES - BEANS,RAW MATERIAL,-,0,KG,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000073,Boston Cream Pie Croissant,RM FOOD - NON VEG INGREDIENTS,RAW MATERIAL,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RET0000059,Hoodie - S,WINTER GARMENTS,RETAIL,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,SAN0000012,Coffee Machine Cleaning Tablets (Suma Vend),CLEANING CHEMICALS - POWDERS,SANITATION HOUSEKEEPING & CLEANING SUPPLIES,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,SAN0000035,Broom And Dust Pan,CLEANING TOOLS - BROOMS/PANS/BINS/WIPERS/TROLLEY/BUCKETS/BRUSHES/DISPENSER,SANITATION HOUSEKEEPING & CLEANING SUPPLIES,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,STC0000034,White Board,STATIONARY,STORE CONSUMABLES,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,STC0000054,Tap Me Box - Small,STATIONARY,STORE CONSUMABLES,-,0,PCS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000122,Oil Olive,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,-,0,KG,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000136,Mexican Rice Mix,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,-,0,KG,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000140,Red Paprika,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,-,0,KG,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000132,Olives Black Whole,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,-,0,KG,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,CAP0000129,Spatula 8*4,SMALLWARE,CAPEX,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,CAP0000130,Tong,SMALLWARE,CAPEX,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,CAP0000133,Boston Shaker,SMALLWARE,CAPEX,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,CAP0000089,Manual Pour Over Aeropress Coffee And Espresso Maker: 85R11,BOH BEVERAGE EQUIPMENT,CAPEX,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,CAP0000105,Whipped Cream Dispenser 1000 Ml,SMALLWARE,CAPEX,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,CAP0000110,Strainer Bar Strainer,SMALLWARE,CAPEX,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,CAP0000111,Bar Spoon,SMALLWARE,CAPEX,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,CAP0000198,Pvc Condiment Organiser 11 Compartment,SMALLWARE,CAPEX,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,CAP0000219,Ice Bucket,SMALLWARE,CAPEX,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000067,Gelato - Belgian Chocolate,RM FOOD - ICE CREAMS,RAW MATERIAL,-,0,BOX(5LTR/2.8KG),0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000104,Rocky Road & Pecan Muffin,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000105,Banana Whole,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,-,0,PC(100GM),0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RET0000063,Hoodie - Xxl,WINTER GARMENTS,RETAIL,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,SAN0000010,Suma Select 5Ltr,CLEANING CHEMICALS - LIQUID,SANITATION HOUSEKEEPING & CLEANING SUPPLIES,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,SAN0000011,Clax Paper 200 Colour Safe,CLEANING CHEMICALS - POWDERS,SANITATION HOUSEKEEPING & CLEANING SUPPLIES,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,SAN0000016,Suma Drain,CLEANING CHEMICALS - POWDERS,SANITATION HOUSEKEEPING & CLEANING SUPPLIES,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,SAN0000036,Di Churn Brush Hard Short Green 2 Pc W1,CLEANING TOOLS - BROOMS/PANS/BINS/WIPERS/TROLLEY/BUCKETS/BRUSHES/DISPENSER,SANITATION HOUSEKEEPING & CLEANING SUPPLIES,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,SAN0000038,Dustbin Green (70 Litres.),CLEANING TOOLS - BROOMS/PANS/BINS/WIPERS/TROLLEY/BUCKETS/BRUSHES/DISPENSER,SANITATION HOUSEKEEPING & CLEANING SUPPLIES,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,-,Boba Stainer,SMALLWARE,CAPEX,-,0,PCS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000071,Gelato - Mango Sorbet,RM FOOD - ICE CREAMS,RAW MATERIAL,-,0,BOX(5LTR/2.8KG),0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000068,Gelato - Dark Chocolate Sea Salt Caramel,RM FOOD - ICE CREAMS,RAW MATERIAL,-,0,BOX(5LTR/2.8KG),0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000134,Spaghetti Pasta Blanched,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,-,0,KG,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000022,Protein Powder - Caramel,RM BEVERAGES - POWDERS,RAW MATERIAL,-,0,KG,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000069,Gelato - White Chocolate,RM FOOD - ICE CREAMS,RAW MATERIAL,-,0,BOX(5LTR/2.8KG),0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000133,Togarashi Seasoning,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,-,0,KG,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000137,Blanched Marconi Pasta,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,-,0,KG,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000138,Mac & Cheese Sauce,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,-,0,KG,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000135,Cheese Feta Imported,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,-,0,KG,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000123,Bocconcini Cheese,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,-,0,KG,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000116,Fajita Cottage Cheese,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,-,0,KG,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000130,Yogurt Muesli,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,-,0,KG,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000066,Gelato - Vanilla,RM FOOD - ICE CREAMS,RAW MATERIAL,-,0,BOX(5LTR/2.8KG),0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000081,Chicken Meatball Base,RM FOOD - NON VEG INGREDIENTS,RAW MATERIAL,-,0,KG,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000114,Tomato Salsa,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,-,0,KG,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000078,Chipotle Chicken,RM FOOD - NON VEG INGREDIENTS,RAW MATERIAL,-,0,KG,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000126,Aop Veggie Mix,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,-,0,KG,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000127,Farm Fresh Lettuce Mix,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,-,0,KG,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000128,Farm Fresh Pre Tossed Veggie Mix,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,-,0,KG,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000129,Farm Fresh Salad Dressing,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,-,0,KG,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000131,Mediterranean Pre-Tossed Veggie Mix,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,-,0,KG,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000125,Boiled Quinoa,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,-,0,KG,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000111,Chipotle Mayo,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,-,0,KG,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000112,Basil Pesto Sauce,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,-,0,KG,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000115,Sour Cream,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,-,0,KG,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000109,Cream Cheese,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,-,0,KG,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000110,Berry Compote,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,-,0,KG,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000079,Grilled Chicken,RM FOOD - NON VEG INGREDIENTS,RAW MATERIAL,-,0,KG,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000023,Protein Powder - Espresso,RM BEVERAGES - POWDERS,RAW MATERIAL,-,0,KG,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000108,Mediterranean Dressing,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,-,0,KG,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000117,Pomegranate Granular,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,-,0,KG,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000119,Blanched Broccoli Floret,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,-,0,KG,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000118,Grated Parmesan Cheese,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,-,0,KG,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000107,Parsley Chopped,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,-,0,KG,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27  Kitchen,Coffee island,30-4-2025,1,RAW0000001,Beans - Master Blend,RM BEVERAGES - BEANS,RAW MATERIAL,-,0,KG,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,30-4-2025,2,RAW0000001,Beans - Master Blend,RM BEVERAGES - BEANS,RAW MATERIAL,-,0,KG,0,0,,
Warehouse,Central Store,'Rajneesh Kumar Pandey,1-5-2025,1,-,GM 1000 Ml Bowl,DISPOSABLE PACKAGING - FOOD - FOOD BOX,DISPOSABLE TAKE AWAY PACKAGING,-,17200,PCS,8.85,152220,,
Warehouse,Central Store,'Rajneesh Kumar Pandey,1-5-2025,1,-,GM V/NV Sticker 10/10mm,DISPOSABLE PACKAGING - ACCESSORIES - STICKERS,DISPOSABLE TAKE AWAY PACKAGING,-,11400,PCS,0.14,1596,,
Warehouse,Central Store,'Rajneesh Kumar Pandey,1-5-2025,1,PKG0000022,Disposable - Straw - 10Mm,DISPOSABLE PACKAGING - BEVERAGES - STRAW,DISPOSABLE TAKE AWAY PACKAGING,-,10500,PCS,0.71,7455,,
Warehouse,Central Store,'Rajneesh Kumar Pandey,1-5-2025,1,-,GM Plastic Glass 350ml With Pink Lid,DISPOSABLE PACKAGING - BEVERAGES - CUPS,DISPOSABLE TAKE AWAY PACKAGING,-,10000,PCS,8.61,86100,,
Warehouse,Central Store,'Rajneesh Kumar Pandey,1-5-2025,1,-,GM 1000 Ml bowl Lid,DISPOSABLE PACKAGING - FOOD - FOOD BOX,DISPOSABLE TAKE AWAY PACKAGING,-,8100,PCS,2,16200,,
Warehouse,Central Store,'Rajneesh Kumar Pandey,1-5-2025,1,-,GM Sealing Sticker 100/40mm,DISPOSABLE PACKAGING - ACCESSORIES - STICKERS,DISPOSABLE TAKE AWAY PACKAGING,-,6600,PCS,0.98,6468,,
Warehouse,Central Store,'Rajneesh Kumar Pandey,1-5-2025,1,-,GM Momo Box Sleeve - 230GSM,DISPOSABLE PACKAGING - FOOD - FOOD BOX,DISPOSABLE TAKE AWAY PACKAGING,-,6400,PCS,9.08,58112,,
Warehouse,Central Store,'Rajneesh Kumar Pandey,1-5-2025,1,-,GM Momo Box Tray With Silver Foiling & Dip Tray 230GSM,DISPOSABLE PACKAGING - FOOD - FOOD BOX,DISPOSABLE TAKE AWAY PACKAGING,-,6400,PCS,12,76800,,
Warehouse,Central Store,'Rajneesh Kumar Pandey,1-5-2025,1,-,GM Printed Paper Carry Bag - Large 230GSM,DISPOSABLE PACKAGING - ACCESSORIES - CARRY BAG,DISPOSABLE TAKE AWAY PACKAGING,-,6400,PCS,16.24,103936,,
Warehouse,Central Store,'Rajneesh Kumar Pandey,1-5-2025,1,PKG0000010,Bagasse Lid 80 Mm,DISPOSABLE PACKAGING - BEVERAGES - LIDS,DISPOSABLE TAKE AWAY PACKAGING,-,6000,NOS,2.57,15420,,
Warehouse,Central Store,'Rajneesh Kumar Pandey,1-5-2025,1,PKG0000028,Gelato Take Away Container 250 Ml With Lid,DISPOSABLE PACKAGING - FOOD - FOOD BOX,DISPOSABLE TAKE AWAY PACKAGING,-,3300,PCS,8.74,28842,,
Warehouse,Central Store,'Rajneesh Kumar Pandey,1-5-2025,1,-,GM Printed Paper Carry Bag - Small W/O Dori & Eyelet,DISPOSABLE PACKAGING - ACCESSORIES - CARRY BAG,DISPOSABLE TAKE AWAY PACKAGING,-,1000,PCS,6.89,6890,,
Warehouse,Central Store,'Rajneesh Kumar Pandey,1-5-2025,1,PPD0000003,Retail Yellow Box Large,COMMON PACKING FOR SIPPERS/BOTTLES,PACKAGING FOR PRODUCT DEVELOPMENT,-,996,NOS,330,328680,,
Warehouse,Central Store,'Rajneesh Kumar Pandey,1-5-2025,1,PPD0000002,Retail Yellow Box Small,COMMON PACKING FOR MUGS/CUPS,PACKAGING FOR PRODUCT DEVELOPMENT,-,996,NOS,150,149400,,
Warehouse,Central Store,'Rajneesh Kumar Pandey,1-5-2025,1,-,Kay QSR Heavy Duty Multipurpose Sink Detergent,CLEANING CHEMICALS - LIQUID,SANITATION HOUSEKEEPING & CLEANING SUPPLIES,-,336,PCS,1825,613200,,
Warehouse,Central Store,'Rajneesh Kumar Pandey,1-5-2025,1,-,GM Brown Paper Napkin with GM Logo,DISPOSABLE PACKAGING - TISSUE PAPER,DISPOSABLE TAKE AWAY PACKAGING,-,250,PCS,46.02,11505,,
Warehouse,Central Store,'Rajneesh Kumar Pandey,1-5-2025,1,-,Kay 5 Sanitiser/ Cleaner,CLEANING CHEMICALS - POWDERS,SANITATION HOUSEKEEPING & CLEANING SUPPLIES,-,183,PCS,20.35,3724.05,,
Warehouse,Central Store,'Rajneesh Kumar Pandey,1-5-2025,1,RET0000058,Water Bottle - Bamboo,SIPPERS/BOTTLES,RETAIL,-,123,NOS,500,61500,,
Warehouse,Central Store,'Rajneesh Kumar Pandey,1-5-2025,1,UNI0000004,Apron With Ci Logo,UNIFORM - APRON,UNIFORM,-,70,NOS,315,22050,,
Warehouse,Central Store,'Rajneesh Kumar Pandey,1-5-2025,1,UNI0000007,Polo T-Shirt With Ci Logo - M,UNIFORM - SHIRT/T SHIRT,UNIFORM,-,69,NOS,357,24633,,
Warehouse,Central Store,'Rajneesh Kumar Pandey,1-5-2025,1,UNI0000010,Royal Blue Shirt F/S With Chinese Colour Ci- M,UNIFORM - SHIRT/T SHIRT,UNIFORM,-,62,NOS,462,28644,,
Warehouse,Central Store,'Rajneesh Kumar Pandey,1-5-2025,1,RET0000049,Sipper - Small Round Black,SIPPERS/BOTTLES,RETAIL,-,45,NOS,550,24750,,
Warehouse,Central Store,'Rajneesh Kumar Pandey,1-5-2025,1,-,KAY Delimer,CLEANING CHEMICALS - LIQUID,SANITATION HOUSEKEEPING & CLEANING SUPPLIES,-,41,PCS,56.6,2320.6,,
Warehouse,Central Store,'Rajneesh Kumar Pandey,1-5-2025,1,-,GM Kala Khatta Syrup 750ML,RM BEVERAGES - SYRUP/SAUCE,RAW MATERIAL,-,12,BTL(750ML,480.9,5770.8,,
Warehouse,Central Store,'Rajneesh Kumar Pandey,1-5-2025,1,-,GM Peach Garden Syrup 750ML,RM BEVERAGES - SYRUP/SAUCE,RAW MATERIAL,-,12,BTL(750ML,480.9,5770.8,,
Warehouse,Central Store,'Rajneesh Kumar Pandey,1-5-2025,1,UNI0000014,Blue Jeans Trouser Ci- M,UNIFORM - TROUSER,UNIFORM,-,9,NOS,739,6651,,
Warehouse,Central Store,'Rajneesh Kumar Pandey,1-5-2025,1,-,Ecolab Quik Care N70 E,CLEANING CHEMICALS - POWDERS,SANITATION HOUSEKEEPING & CLEANING SUPPLIES,-,6,PCS,141.6,849.6,,
Warehouse,Central Store,'Rajneesh Kumar Pandey,1-5-2025,1,-,Kay Bio Shield Drain Treatment,CLEANING CHEMICALS - POWDERS,SANITATION HOUSEKEEPING & CLEANING SUPPLIES,-,6,PCS,413,2478,,
Warehouse,Central Store,'Rajneesh Kumar Pandey,1-5-2025,1,-,Degreaser,CLEANING CHEMICALS - LIQUID,SANITATION HOUSEKEEPING & CLEANING SUPPLIES,-,4,PCS,873.2,3492.8,,
Warehouse,Central Store,'Rajneesh Kumar Pandey,1-5-2025,1,-,Kay AMH Handwash Plus,CLEANING CHEMICALS - LIQUID,SANITATION HOUSEKEEPING & CLEANING SUPPLIES,-,4,PCS,855.5,3422,,
Warehouse,Central Store,'Rajneesh Kumar Pandey,1-5-2025,1,RAW0000006,Beans - Kenya Single Estate,RM BEVERAGES - BEANS,RAW MATERIAL,-,45.5,KG,2904,132132,,
Warehouse,Central Store,'Rajneesh Kumar Pandey,1-5-2025,1,RAW0000005,Beans - Ethiopian Single Estate,RM BEVERAGES - BEANS,RAW MATERIAL,-,45,KG,2904,130680,,
Warehouse,Central Store,'Rajneesh Kumar Pandey,1-5-2025,1,RAW0000004,Beans - Ethiopian Blend,RM BEVERAGES - BEANS,RAW MATERIAL,-,29,KG,1037,30073,,
Warehouse,Central Store,'Rajneesh Kumar Pandey,1-5-2025,1,RAW0000003,Beans - Kenya Blend,RM BEVERAGES - BEANS,RAW MATERIAL,-,28.5,KG,1037,29554.5,,
Warehouse,Central Store,'Rajneesh Kumar Pandey,1-5-2025,1,RAW0000001,Beans - Master Blend,RM BEVERAGES - BEANS,RAW MATERIAL,-,32.5,KG,750,24375,,
Warehouse,Central Store,'Rajneesh Kumar Pandey,1-5-2025,1,RET0000060,Hoodie - M,WINTER GARMENTS,RETAIL,-,8,NOS,675,5400,,
Warehouse,Central Store,'Rajneesh Kumar Pandey,1-5-2025,1,RET0000062,Hoodie - Xl,WINTER GARMENTS,RETAIL,-,4,NOS,675,2700,,
Warehouse,Central Store,'Rajneesh Kumar Pandey,1-5-2025,1,RET0000054,Water Bottle - Ebony - Black,SIPPERS/BOTTLES,RETAIL,-,22,NOS,550,12100,,
Warehouse,Central Store,'Rajneesh Kumar Pandey,1-5-2025,1,RET0000051,Sipper - Biggest White With Steel Rim,SIPPERS/BOTTLES,RETAIL,-,42,NOS,400,16800,,
Warehouse,Central Store,'Rajneesh Kumar Pandey,1-5-2025,1,CNC0000005,Pasta Bowl,CROCKERY,CROCKERY & CUTLERY,-,285,NOS,364,103740,,
Warehouse,Central Store,'Rajneesh Kumar Pandey,1-5-2025,1,CNC0000009,Cup And Saucer Set - 12Oz,CROCKERY,CROCKERY & CUTLERY,-,201,NOS,349.44,70237.44,,
